FIPS,name,population_2015,DI_2000,DI_2015,DI_ratio
28113,"Pike County, Mississippi",39956,0.5134361433214419,0.5220483004924005,1.0167735701566432
42079,"Luzerne County, Pennsylvania",318449,0.07624675401343857,0.2770883364110643,3.6341001003429887
40133,"Seminole County, Oklahoma",25548,0.47323036606386004,0.5276780997440494,1.115055452026597
06097,"Sonoma County, California",502146,0.40546546520596816,0.5201777585219953,1.2829150770158826
01099,"Monroe County, Alabama",21673,0.508907462582191,0.5302987129388311,1.0420336739573461
19083,"Hardin County, Iowa",17367,0.07409165040016254,0.1442901734516177,1.9474552486321883
06075,"San Francisco County, California",864816,0.6804494380785198,0.6819255093221485,1.0021692592586995
08023,"Costilla County, Colorado",3584,0.49598314374043645,0.5686252347804406,1.1464608060914667
26051,"Gladwin County, Michigan",25164,0.052701163727937435,0.07248281807726653,1.3753551714996122
53041,"Lewis County, Washington",75882,0.17068606360708763,0.2800366784348398,1.6406534459630684
20117,"Marshall County, Kansas",9936,0.043144673561434276,0.09903674028767395,2.2954569385408425
29149,"Oregon County, Missouri",10953,0.11703715155499747,0.11740963871309666,1.0031826403253172
24027,"Howard County, Maryland",313414,0.4405954166494689,0.6317240194583224,1.4337961667016443
48239,"Jackson County, Texas",14816,0.4921413099437513,0.5424674721866972,1.1022595771297838
20041,"Dickinson County, Kansas",19303,0.09051998572264679,0.1606186101522519,1.7743994198627835
08059,"Jefferson County, Colorado",565524,0.2639956459162391,0.35640970170942626,1.3500590150737124
39005,"Ashland County, Ohio",53213,0.05327980367540649,0.07797087522244425,1.4634227201260308
36013,"Chautauqua County, New York",130779,0.1471751107426679,0.21939414775337351,1.490701428021881
48505,"Zapata County, Texas",14374,0.263166102912153,0.1275487952538084,0.48467030458092564
41039,"Lane County, Oregon",362895,0.20361935663197142,0.29921125697739276,1.4694637186100012
31185,"York County, Nebraska",13806,0.07148122483201674,0.16487065600812817,2.3064889612003667
13193,"Macon County, Georgia",13632,0.5067391294096449,0.5265966521548815,1.0391868746515998
13189,"McDuffie County, Georgia",21540,0.49347134887230476,0.5352498331109234,1.0846624314341493
42049,"Erie County, Pennsylvania",278045,0.18482355463063074,0.26630023363828753,1.4408349312969748
48333,"Mills County, Texas",4900,0.2636145738703677,0.33124896869800086,1.2565654615927735
48069,"Castro County, Texas",7656,0.5408185744572318,0.5137911377254117,0.9500249473514386
48257,"Kaufman County, Texas",114690,0.3915105524315396,0.505484212459635,1.291112613236715
06011,"Colusa County, California",21482,0.560521605306282,0.554297779930529,0.9888963684596025
22075,"Plaquemines Parish, Louisiana",23495,0.463107809256747,0.5215765079608087,1.1262528887126726
38025,"Dunn County, North Dakota",4646,0.24119852031678918,0.31533202359174056,1.3073547183356877
29137,"Monroe County, Missouri",8583,0.11054902758694746,0.12588749488939469,1.1387480979005757
45037,"Edgefield County, South Carolina",26514,0.5182745274529434,0.5449163438196736,1.0514048346108407
20077,"Harper County, Kansas",5817,0.06380590628842225,0.18768856967598183,2.941554796315751
54033,"Harrison County, West Virginia",68714,0.07849389872687487,0.10951730277906592,1.3952333181988985
55085,"Oneida County, Wisconsin",35567,0.05050124745200864,0.0915642263962388,1.8131082105100935
01103,"Morgan County, Alabama",119565,0.2898995328569885,0.3939810789985716,1.3590262637398867
48043,"Brewster County, Texas",9145,0.5311918580455001,0.5492612085670979,1.0340166180033017
37141,"Pender County, North Carolina",57611,0.42776913926224547,0.40993184969954377,0.9583015979285816
27095,"Mille Lacs County, Minnesota",25788,0.12996453039996247,0.18927197196622705,1.4563355969797873
31109,"Lancaster County, Nebraska",306468,0.20361745443618476,0.3118302379594689,1.5314514112894917
48151,"Fisher County, Texas",3827,0.39357540480397646,0.47663319354784034,1.2110339917841957
46045,"Edmunds County, South Dakota",3999,0.02280621231880404,0.08134485837188546,3.566785103759447
46011,"Brookings County, South Dakota",33897,0.0793559785898299,0.16580761047159473,2.0894154847312825
05107,"Phillips County, Arkansas",19513,0.49867332813387344,0.49616116156531337,0.994962300113461
23007,"Franklin County, Maine",29991,0.04448506638454553,0.08061740893662776,1.8122353294865465
31073,"Gosper County, Nebraska",1973,0.03857411738955609,0.15707489527269944,4.072028238168512
28007,"Attala County, Mississippi",19043,0.5043997120321925,0.5198175311210051,1.0305666690940312
36033,"Franklin County, New York",50660,0.30600998629286624,0.31906284980633387,1.0426550246663369
48441,"Taylor County, Texas",136051,0.43540996707740093,0.5226914403029347,1.2004581424981897
21001,"Adair County, Kentucky",19027,0.08506171598976103,0.12388453739612192,1.4564076912230883
48477,"Washington County, Texas",34765,0.4556886537919304,0.5326947900694999,1.168988487285731
29031,"Cape Girardeau County, Missouri",78572,0.15613037889788903,0.24502454795322823,1.5693585686708476
21023,"Bracken County, Kentucky",8321,0.03327759333400815,0.07457324253684583,2.2409445835926918
48389,"Reeves County, Texas",14732,0.41546194232354006,0.4273570917002355,1.0286311408216353
18093,"Lawrence County, Indiana",45495,0.0489409016773326,0.08000793815138998,1.6347867613654194
22049,"Jackson Parish, Louisiana",15858,0.42328883167388925,0.45853121436177097,1.0832584751847012
08005,"Arapahoe County, Colorado",631096,0.42823555096610916,0.5704000587359158,1.3319773602380285
12031,"Duval County, Florida",913010,0.5106693305683828,0.6011797729767291,1.177238845159561
01097,"Mobile County, Alabama",415395,0.49655411976593244,0.5401151314956941,1.0877266142717648
13107,"Emanuel County, Georgia",22708,0.494511356317675,0.520310545571245,1.0521710753938611
47085,"Humphreys County, Tennessee",18135,0.09429393058055983,0.1354147868065605,1.4360922911243914
47077,"Henderson County, Tennessee",28015,0.18507545938619258,0.2268384187418666,1.2256536846872186
17067,"Hancock County, Illinois",18543,0.032332605948579715,0.06745769736139906,2.0863674727821406
39031,"Coshocton County, Ohio",36569,0.05726558013062412,0.07648090168305947,1.3355474878383273
22061,"Lincoln Parish, Louisiana",47774,0.5144396448544618,0.5446404274533166,1.0587061726306082
55097,"Portage County, Wisconsin",70408,0.09795926520196196,0.15528751575450445,1.585225403991641
29019,"Boone County, Missouri",174974,0.2741804816580693,0.35211296720590624,1.2842379044509324
53051,"Pend Oreille County, Washington",13088,0.13867118251372373,0.1962202805674657,1.4150040189355606
29147,"Nodaway County, Missouri",22810,0.07914440545558918,0.14173577319417177,1.7908501855346541
34015,"Gloucester County, New Jersey",291479,0.254934510991516,0.355415698757383,1.3941450977941976
24015,"Cecil County, Maryland",102382,0.13823957232739342,0.2587234033715704,1.8715581871074844
55003,"Ashland County, Wisconsin",15843,0.23519043069293427,0.3004734511380198,1.2775751558120125
41043,"Linn County, Oregon",120547,0.15860490981487585,0.2494398942334209,1.5727123108897947
48495,"Winkler County, Texas",8005,0.5272873376105208,0.5434351579362596,1.0306243279023444
13019,"Berrien County, Georgia",18963,0.26428976826565603,0.3110369880698761,1.1768786590225893
47177,"Warren County, Tennessee",40435,0.17280787867993105,0.2508877945085482,1.4518307638810506
31027,"Cedar County, Nebraska",8564,0.021716221247939652,0.06065496876587797,2.7930719655765466
05135,"Sharp County, Arkansas",16912,0.06782780012378742,0.12411652357565145,1.8298768845390196
42069,"Lackawanna County, Pennsylvania",211917,0.0775039029174974,0.23472676130480016,3.0285798839661777
27153,"Todd County, Minnesota",24257,0.061861319379456145,0.15535242188374043,2.511301463371831
51735,"Poquoson city, Virginia",12059,0.08404379664543898,0.15219377422519384,1.810886469911201
51191,"Washington County, Virginia",54591,0.05579798332632214,0.08680821256220839,1.5557589609382438
17201,"Winnebago County, Illinois",287078,0.3523459103700728,0.4716549247981108,1.3386133084465957
37053,"Currituck County, North Carolina",25263,0.18933881243360345,0.22977749583071122,1.213578414680765
20055,"Finney County, Kansas",37118,0.5557299395437466,0.593150035557874,1.06733503695131
37035,"Catawba County, North Carolina",155056,0.3135499815183026,0.3985520262675521,1.2710956777533338
18117,"Orange County, Indiana",19605,0.04282615445940411,0.08770954081693226,2.048036811245197
48317,"Martin County, Texas",5641,0.5172873571197187,0.5475405472565993,1.0584843022364432
06105,"Trinity County, California",13069,0.23502019204602498,0.30118155850031464,1.281513540935806
48273,"Kleberg County, Texas",31857,0.5030659628648037,0.4625511259056717,0.9194641658354054
46075,"Jones County, South Dakota",924,0.08197554404619771,0.20734244110867495,2.52932070803734
54101,"Webster County, West Virginia",8755,0.023168094866093576,0.050992993192049633,2.201000707515131
01113,"Russell County, Alabama",59660,0.515713339347548,0.5710865348980186,1.1073720443619428
01081,"Lee County, Alabama",156993,0.41131269479519117,0.4834784053074633,1.1754521837654592
05095,"Monroe County, Arkansas",7399,0.5052578983271858,0.5348088416279619,1.0584868507718805
46021,"Campbell County, South Dakota",1397,0.017862136388183958,0.08105757612559676,4.53795527948255
05109,"Pike County, Arkansas",10824,0.1637443912688313,0.2268333867204999,1.3852895049583147
27051,"Grant County, Minnesota",5903,0.03504443605100341,0.07903674783693414,2.2553294258154035
40075,"Kiowa County, Oklahoma",9144,0.34036172085177996,0.4253297022522914,1.2496402391781098
49019,"Grand County, Utah",9516,0.19339760789696242,0.305854825274947,1.5814819459292333
55011,"Buffalo County, Wisconsin",13192,0.03399480404563008,0.07219850190885539,2.123809915537262
37029,"Camden County, North Carolina",10309,0.32918424063913243,0.3409298272743086,1.0356808898638992
20143,"Ottawa County, Kansas",5975,0.05927110841267862,0.10584099586814079,1.785709744640113
41003,"Benton County, Oregon",87572,0.2374248083300852,0.32045163873042204,1.3496973672814634
51087,"Henrico County, Virginia",325155,0.4729712945188578,0.6008224197546773,1.2703147669159909
27015,"Brown County, Minnesota",25313,0.0577896980021986,0.11423392190186975,1.9767177516228538
09009,"New Haven County, Connecticut",859470,0.40957672493696207,0.5379349201819124,1.3133923082780299
35009,"Curry County, New Mexico",50398,0.5622136348341032,0.6089750515848783,1.0831737507834958
12013,"Calhoun County, Florida",14462,0.3663260123530484,0.38353916333475413,1.04698861233233
13177,"Lee County, Georgia",29202,0.30871606181102396,0.42547916232539185,1.3782216572386918
48225,"Houston County, Texas",22785,0.5101965861858265,0.540497299550525,1.0593902707017764
26015,"Barry County, Michigan",59314,0.06346007739492779,0.10015607620317978,1.578253294270092
17085,"Jo Daviess County, Illinois",22086,0.0477090499816744,0.10241296974754814,2.146615155549862
22083,"Richland Parish, Louisiana",20523,0.4902677955231921,0.5005642804994224,1.0210017567342808
28061,"Jasper County, Mississippi",16569,0.506376499358326,0.5176576355126369,1.022278158975794
31133,"Pawnee County, Nebraska",2659,0.02824241054343578,0.07986974252431432,2.8280072765558595
12077,"Liberty County, Florida",8331,0.40660812166060556,0.4459374857817247,1.0967254760197516
47017,"Carroll County, Tennessee",27910,0.23083962583306958,0.26604316177040094,1.1525021356722724
39127,"Perry County, Ohio",35985,0.03296996924283638,0.059480650276693296,1.8040857071656833
26095,"Luce County, Michigan",6415,0.3070733616324387,0.3585051732545852,1.1674903070351945
37155,"Robeson County, North Carolina",134197,0.6920268136721647,0.7050693273178443,1.0188468327931848
39049,"Franklin County, Ohio",1251722,0.40737334226401306,0.5180252606332546,1.2716228748653111
29105,"Laclede County, Missouri",35473,0.0697976381249472,0.11911402880521489,1.706562456912721
08063,"Kit Carson County, Colorado",7758,0.283921235293058,0.36720727322367985,1.2933420525754462
48417,"Shackelford County, Texas",3350,0.16182559139387293,0.2553289133093409,1.57780306013458
48045,"Briscoe County, Texas",1505,0.41066095457545204,0.47538741638299215,1.1576153298393206
39163,"Vinton County, Ohio",13048,0.04337441732753374,0.06516666889680921,1.5024217709880776
37191,"Wayne County, North Carolina",124132,0.5283945201713036,0.5925748043659642,1.1214628118661292
47023,"Chester County, Tennessee",17471,0.22010750271205512,0.2535768474807267,1.152059081840823
13021,"Bibb County, Georgia",153721,0.5284312344389667,0.5465801871655371,1.0343449658986172
48125,"Dickens County, Texas",2206,0.4885029156381074,0.5280212103358303,1.0808967427473837
56005,"Campbell County, Wyoming",49220,0.1103290833001205,0.22560199897888247,2.0448098745205114
06049,"Modoc County, California",8965,0.3160460341675785,0.3796558366215919,1.2012675230099086
08099,"Prowers County, Colorado",11954,0.47295283564814805,0.5032742560356289,1.0641108755504711
37011,"Avery County, North Carolina",17689,0.1354062585137155,0.19905900180958674,1.4700871584116904
12009,"Brevard County, Florida",568088,0.2844122182399918,0.4070579438658041,1.4312252349240557
15007,"Kauai County, Hawaii",71735,0.721304794663376,0.7387659304019661,1.0242077078480243
17193,"White County, Illinois",14327,0.04183230794896424,0.06302054780806937,1.506504204476477
54103,"Wetzel County, West Virginia",15816,0.027154322803167086,0.048712811637767466,1.793924746010825
38049,"McHenry County, North Dakota",5968,0.02760281068420342,0.09955253238202875,3.6066085269715242
01115,"St. Clair County, Alabama",87074,0.19141343020626556,0.2536875600635687,1.3253383515994517
39085,"Lake County, Ohio",229245,0.10460321858066228,0.1993679402352688,1.9059446061072294
29213,"Taney County, Missouri",54592,0.09633701699482088,0.19662385929784992,2.0410000790082643
18119,"Owen County, Indiana",20872,0.041419011863084526,0.07393318679304745,1.7850060507827274
19111,"Lee County, Iowa",35089,0.13038746489389166,0.16526388867242642,1.267482950197068
39033,"Crawford County, Ohio",42306,0.04755392287366297,0.08238890490630864,1.7325364539365586
37007,"Anson County, North Carolina",25759,0.520084233447941,0.5559289444312802,1.068920972177341
46117,"Stanley County, South Dakota",2954,0.13174242853481882,0.22909900451299847,1.738991811984465
36105,"Sullivan County, New York",74877,0.3363874462128682,0.437717215747598,1.301229343352509
01063,"Greene County, Alabama",8479,0.3154411312053845,0.32324389434837525,1.0247360358909896
31119,"Madison County, Nebraska",35039,0.21158952697756322,0.3224017810944712,1.5237133222036006
27155,"Traverse County, Minnesota",3401,0.08819698938692687,0.18296865413682045,2.0745453490948895
39111,"Monroe County, Ohio",14409,0.028997486863900936,0.0500895134052439,1.7273742942048023
40067,"Jefferson County, Oklahoma",6276,0.2891288701685122,0.3734943044764828,1.2917918029382542
31149,"Rock County, Nebraska",1381,0.022792730685528444,0.07070614384417459,3.1021357124649978
13135,"Gwinnett County, Georgia",895823,0.5148388661720104,0.719186968674037,1.396916619798772
55079,"Milwaukee County, Wisconsin",957735,0.5433055460020653,0.62911281486731,1.1579355659014725
32027,"Pershing County, Nevada",6634,0.46723610802391824,0.5086244536575326,1.0885812224758444
29015,"Benton County, Missouri",18670,0.05223109789075169,0.0918015708779792,1.7576036994281536
21145,"McCracken County, Kentucky",65018,0.2435010044081496,0.28548124840997285,1.1724027549860006
20161,"Riley County, Kansas",75247,0.3055274769564976,0.393384952167644,1.2875599801573852
51015,"Augusta County, Virginia",74314,0.10363096518021594,0.16293373568246175,1.572249524059892
02110,"Juneau City and Borough, Alaska",32756,0.43717392043052444,0.5376226273588369,1.2297682964011019
27023,"Chippewa County, Minnesota",12109,0.07859474008523526,0.20001914702760523,2.544943170633128
48341,"Moore County, Texas",22255,0.5325564547966622,0.6114011990302766,1.1480495514108797
51067,"Franklin County, Virginia",56264,0.20852376807688078,0.2309838869223541,1.1077101140681118
48075,"Childress County, Texas",7088,0.5270145234318642,0.5659570590678826,1.0738927181407234
05013,"Calhoun County, Arkansas",5229,0.39957547524243264,0.4252589649843226,1.0642769422380267
47093,"Knox County, Tennessee",451324,0.22524596654011902,0.3022066005785291,1.3416737499035414
54093,"Tucker County, West Virginia",6966,0.02449803957244119,0.05113376657665978,2.087259530521053
17023,"Clark County, Illinois",15979,0.02641667747971155,0.06691434758515226,2.53303420297816
51029,"Buckingham County, Virginia",17032,0.5000777984980704,0.5093133536131543,1.0184682366280244
28075,"Lauderdale County, Mississippi",78524,0.4979466677251185,0.5320812239364815,1.0685506268518827
28083,"Leflore County, Mississippi",30999,0.44904224822505445,0.4082940924050359,0.909255407523267
12079,"Madison County, Florida",18408,0.527780666590628,0.5503238190951418,1.04271310779559
12055,"Highlands County, Florida",99491,0.39036673719936427,0.4855657689932814,1.2438707572189944
19063,"Emmet County, Iowa",9769,0.104261813275872,0.20074736889814077,1.9254160520589871
20083,"Hodgeman County, Kansas",1893,0.08693221627584577,0.19082732864343832,2.1951278457910424
38059,"Morton County, North Dakota",30310,0.08460863478922695,0.17315563788689675,2.0465480659066766
48353,"Nolan County, Texas",15107,0.4804153851721317,0.549604226705594,1.1440187880508281
21219,"Todd County, Kentucky",12531,0.20363196183686974,0.25691126967621647,1.2616451138551077
26075,"Jackson County, Michigan",159494,0.2247958751000006,0.26855179087261966,1.1946473250594754
08077,"Mesa County, Colorado",148513,0.22968191360626836,0.30898304678043903,1.3452650316651074
31175,"Valley County, Nebraska",4154,0.04698042923583388,0.07223403537703094,1.5375345979584008
06061,"Placer County, California",375391,0.28438579991156976,0.42775883448151164,1.5041497663192887
17123,"Marshall County, Illinois",11982,0.047824459514373856,0.10118617834590235,2.1157829983523473
13039,"Camden County, Georgia",52102,0.41834567229398756,0.46452028903188486,1.110374314343208
13043,"Candler County, Georgia",10886,0.5199392817981677,0.53540737534797,1.029749807508883
31159,"Seward County, Nebraska",17110,0.0481818469969005,0.09338226836659873,1.9381213919135547
47153,"Sequatchie County, Tennessee",14811,0.037882583530915254,0.11241606364729585,2.9674867226401083
46005,"Beadle County, South Dakota",18372,0.07133498504617684,0.35279939528845117,4.945671398964697
41015,"Curry County, Oregon",22483,0.16095885261205034,0.23699156605465863,1.4723736048607743
45011,"Barnwell County, South Carolina",21725,0.5174100986154399,0.5417511718682756,1.0470440629550353
18173,"Warrick County, Indiana",61897,0.05698327528191676,0.13662419933997433,2.397619278008245
44001,"Bristol County, Rhode Island",49084,0.07102887237126776,0.13571341577952473,1.910679576470692
35031,"McKinley County, New Mexico",76708,0.40316495639772276,0.37590861726692115,0.932394076671899
15009,"Maui County, Hawaii",164637,0.7344587127933124,0.7503088188720373,1.0215806631504762
31031,"Cherry County, Nebraska",5848,0.11690866547689885,0.200119640314895,1.7117605397218278
39149,"Shelby County, Ohio",48901,0.08643493578551598,0.1309778394739542,1.5153344915876288
56039,"Teton County, Wyoming",23125,0.15593506230851661,0.31311629820652104,2.0079916188895495
36061,"New York County, New York",1644518,0.6863636992314909,0.6920136072363142,1.0082316532927798
37043,"Clay County, North Carolina",10703,0.05085194000528919,0.12136253609309611,2.3865861573909077
28099,"Neshoba County, Mississippi",29463,0.5211630493557152,0.5796104282688147,1.112147971705505
18137,"Ripley County, Indiana",28701,0.04042655986062502,0.07959879974673417,1.9689728738027603
26117,"Montcalm County, Michigan",62945,0.12091673285156208,0.1468878254729986,1.214784935128199
13287,"Turner County, Georgia",8214,0.5172257047486919,0.5444795276514331,1.052692321074768
40095,"Marshall County, Oklahoma",16232,0.3948030805570247,0.5212187812595749,1.3201993776851773
04003,"Cochise County, Arizona",126427,0.543482417720594,0.5746352853614802,1.057320838034731
