FIPS,name,population_2015,DI_2000,DI_2015,DI_ratio
13171,"Lamar County, Georgia",18201,0.45472007446892565,0.4869969398051779,1.0709818350860116
40113,"Osage County, Oklahoma",47887,0.5233897740184319,0.549340822278293,1.0495826428946378
48185,"Grimes County, Texas",27512,0.53944113773713,0.5747824180156362,1.065514618382197
51041,"Chesterfield County, Virginia",335687,0.3947500959736543,0.5398119561209455,1.3674777071035156
49029,"Morgan County, Utah",11065,0.04916613576352113,0.08899528867777817,1.8100932134635712
08037,"Eagle County, Colorado",53605,0.391625904028028,0.4697358531816301,1.199450415179921
08049,"Grand County, Colorado",14615,0.12552219028936515,0.20633545008025167,1.6438165204462132
45089,"Williamsburg County, South Carolina",32535,0.4527570109308088,0.4765525776215687,1.0525570363710977
31113,"Logan County, Nebraska",777,0.0458320851372905,0.10193646487082782,2.2241288949755624
01005,"Barbour County, Alabama",26489,0.5248830669831666,0.5535275075225694,1.05457299414142
38095,"Towner County, North Dakota",2272,0.054070412885931264,0.12269390993850438,2.2691506017781577
20131,"Nemaha County, Kansas",10227,0.03972015796218643,0.08800893897612669,2.2157247979706214
13059,"Clarke County, Georgia",123912,0.5362490335083075,0.5961838519984338,1.1117667627259187
26081,"Kent County, Michigan",636369,0.3382802500049326,0.41823347018546353,1.2363520193075566
28027,"Coahoma County, Mississippi",24620,0.43343004115671985,0.3803586370640089,0.8775548553324172
28035,"Forrest County, Mississippi",75944,0.4818258858180083,0.5313892630598628,1.1028657419634262
17053,"Ford County, Illinois",13736,0.04741983113849154,0.10636064692432577,2.2429570998195922
05003,"Ashley County, Arkansas",20838,0.44947632236075924,0.47265398886349685,1.0515659342877126
32510,"Carson City, Nevada",54521,0.35680416740797033,0.4806452740280497,1.3470842493789577
13011,"Banks County, Georgia",18495,0.15213800052405954,0.2286043361623412,1.502611677390811
48123,"DeWitt County, Texas",20797,0.5469933024491891,0.5739186230080352,1.0492242234745592
42061,"Huntingdon County, Pennsylvania",45668,0.13298020892784268,0.16482596897108234,1.2394774402897781
18153,"Sullivan County, Indiana",20928,0.11961264158570821,0.14755864868792543,1.2336375715119756
16067,"Minidoka County, Idaho",20461,0.4121136364449974,0.4964507898332433,1.204645384015343
12007,"Bradford County, Florida",26928,0.3905645667480997,0.40269001628937423,1.0310459539180241
50025,"Windham County, Vermont",43386,0.07161412463438317,0.12095650662239459,1.6890034925361816
27001,"Aitkin County, Minnesota",15702,0.07552083418124238,0.11622156132861312,1.5389337603143143
38103,"Wells County, North Dakota",4168,0.022314755415669827,0.06990979958464384,3.1328956236532135
26165,"Wexford County, Michigan",33003,0.061813170726891235,0.10065310390990254,1.6283439714590526
47127,"Moore County, Tennessee",6322,0.08327947268149775,0.12472123354847778,1.497622757837024
21063,"Elliott County, Kentucky",7648,0.02637019984234314,0.10529243007277858,3.992856736099075
55075,"Marinette County, Wisconsin",40884,0.04452827040734525,0.08725315385452005,1.9595001794663696
53011,"Clark County, Washington",459495,0.23666355848485407,0.3527531367128428,1.4905257867802162
39051,"Fulton County, Ohio",42537,0.13431640878393533,0.18808399206411544,1.4003053965407306
51141,"Patrick County, Virginia",18045,0.16513183345562507,0.18793947296306734,1.1381177634267061
37103,"Jones County, North Carolina",10013,0.5059043818711711,0.5122571219868518,1.0125571952790446
51540,"Charlottesville city, Virginia",46597,0.48075511508634267,0.5137248103762957,1.068578979724494
17059,"Gallatin County, Illinois",5265,0.041900666743450894,0.0877336313107128,2.093848096687522
31043,"Dakota County, Nebraska",20781,0.44602253012670195,0.606935828460514,1.3607739238825027
17093,"Kendall County, Illinois",123355,0.19420741378130252,0.4617122983700097,2.377418500047301
46083,"Lincoln County, South Dakota",52849,0.05265852721699351,0.12399218956273667,2.354645982630577
09015,"Windham County, Connecticut",116573,0.20273788708925303,0.28756007970413294,1.4183835287655826
48175,"Goliad County, Texas",7531,0.5273744566385317,0.5380826481048752,1.0203047214963674
31143,"Polk County, Nebraska",5202,0.03210540055129247,0.1038026386198098,3.2331831043182864
38067,"Pembina County, North Dakota",7091,0.11892944716135351,0.1554210648311255,1.3068341654717626
32015,"Lander County, Nevada",5903,0.3909255629157349,0.4719880458650231,1.207360404739665
39153,"Summit County, Ohio",541968,0.29019822294939734,0.36616142382012234,1.2617631496798343
27025,"Chisago County, Minnesota",54293,0.06700069385569075,0.11741398633741451,1.7524294090193495
09001,"Fairfield County, Connecticut",948053,0.4305823246598905,0.5515997782203278,1.2810553212002533
51685,"Manassas Park city, Virginia",15726,0.505637513880858,0.7207225267674837,1.4253739229825135
34003,"Bergen County, New Jersey",938506,0.44594710692062905,0.6029630003702705,1.3520953292731812
02185,"North Slope Borough, Alaska",9687,0.49419156745303383,0.620980758100647,1.2565587901490505
35003,"Catron County, New Mexico",3456,0.37416004478547876,0.39856666140739083,1.065230419340754
48347,"Nacogdoches County, Texas",65664,0.46574542942872843,0.5738636503940057,1.2321401652784705
13161,"Jeff Davis County, Georgia",14920,0.3514141039469174,0.45149195674746906,1.2847861018568247
13157,"Jackson County, Georgia",63360,0.22941785414958776,0.3136387679578302,1.36710705938923
47099,"Lawrence County, Tennessee",42564,0.07203762957174276,0.11625087765401913,1.6137521229546303
42057,"Fulton County, Pennsylvania",14629,0.0377283560089674,0.07072000282288156,1.874452276851729
45017,"Calhoun County, South Carolina",14781,0.517005682467377,0.5372002850219263,1.039060697472747
17029,"Coles County, Illinois",52521,0.10555638521438127,0.1683967444642849,1.5953250399990213
48015,"Austin County, Texas",29563,0.4440750979169053,0.5296261084227938,1.1926498714005727
28073,"Lamar County, Mississippi",60618,0.269668403159636,0.40823642801894383,1.5138459798617174
08047,"Gilpin County, Colorado",5828,0.14278776279499114,0.2226667871347649,1.5594248608997454
55081,"Monroe County, Wisconsin",45549,0.0827299745497853,0.16250126201726353,1.9642368186572259
21077,"Gallatin County, Kentucky",8636,0.07128480146687058,0.16976007244927127,2.381434316376217
01045,"Dale County, Alabama",49565,0.42239124827302565,0.4695354847804171,1.1116127209077928
37135,"Orange County, North Carolina",141354,0.39798746024981074,0.4883086568588868,1.2269448302526487
48355,"Nueces County, Texas",359715,0.5532676279242931,0.5327369718780737,0.9628919983566638
21213,"Simpson County, Kentucky",18006,0.22646043642678187,0.2667860213533908,1.1780690065023645
08071,"Las Animas County, Colorado",14058,0.5312346400540996,0.566240598028747,1.065895473177507
28045,"Hancock County, Mississippi",46420,0.20096416242906842,0.27746786735207574,1.3806833218336119
48147,"Fannin County, Texas",33693,0.27758081025606063,0.3526841713482403,1.2705639522519547
19021,"Buena Vista County, Iowa",20493,0.3081727349932756,0.5461033047312638,1.7720688520455254
48007,"Aransas County, Texas",25350,0.41209051896518173,0.47331315045356115,1.1485659792467884
17129,"Menard County, Illinois",12444,0.03676010810265169,0.08160808871387794,2.220017647553956
37199,"Yancey County, North Carolina",17587,0.07922326479404333,0.13859342960939267,1.7494031578942613
17185,"Wabash County, Illinois",11542,0.04978124117546587,0.09649665897062149,1.938414083138184
47011,"Bradley County, Tennessee",104091,0.14730858052445378,0.24395807473870343,1.6561022709617752
13033,"Burke County, Georgia",22745,0.521396932043257,0.5441526614674934,1.043643773151984
17005,"Bond County, Illinois",16950,0.18645204941036467,0.22510684135447206,1.2073176029244472
05119,"Pulaski County, Arkansas",392664,0.5006535874317478,0.5765215771011698,1.1515378928144897
06041,"Marin County, California",261221,0.3585820926943756,0.449068984935303,1.2523463778154997
08091,"Ouray County, Colorado",4691,0.12166963050112466,0.15762220866954396,1.29549344417617
19155,"Pottawattamie County, Iowa",93671,0.10891895856871969,0.21407560324572547,1.965457676595942
19165,"Shelby County, Iowa",11927,0.03355888337227822,0.09819291479727002,2.925988737705845
18007,"Benton County, Indiana",8681,0.07642274543661436,0.13766390309950685,1.8013472600730682
29065,"Dent County, Missouri",15593,0.06282798993175107,0.09815156692754554,1.5622267564849017
39117,"Morrow County, Ohio",35074,0.037775133098642076,0.0784784137697681,2.0775152152300214
29045,"Clark County, Missouri",6801,0.029223038237095496,0.05800612151257154,1.9849449274216473
22027,"Claiborne Parish, Louisiana",16295,0.5098932503533865,0.5346725581110002,1.048597049952005
38041,"Hettinger County, North Dakota",2704,0.024288787346492195,0.15387280648590085,6.335137456260173
45039,"Fairfield County, South Carolina",22747,0.49497658641430453,0.5141728829489364,1.0387822314459216
36067,"Onondaga County, New York",468463,0.28458952333858906,0.38248986822930564,1.3440054424429395
21045,"Casey County, Kentucky",15808,0.04647231686510918,0.09861762371604274,2.122072458799307
28093,"Marshall County, Mississippi",35916,0.5153202600952961,0.5412596023194803,1.0503363524255527
19119,"Lyon County, Iowa",11745,0.020972310473177023,0.08076619228433761,3.8510870029144013
19121,"Madison County, Iowa",15753,0.034649708270350514,0.07465619887715637,2.154598194439608
12045,"Gulf County, Florida",15871,0.39488939318066013,0.4199995580176177,1.0635878432558197
47129,"Morgan County, Tennessee",21498,0.07046658586880258,0.12746175034539806,1.8088253996399268
40093,"Major County, Oklahoma",7771,0.11573783505053882,0.2610907339794356,2.255880575832666
46085,"Lyman County, South Dakota",3876,0.4721386149608865,0.5224935465756977,1.1066528557910535
55115,"Shawano County, Wisconsin",41304,0.162349873155697,0.23284543767434385,1.4342200159961942
55041,"Forest County, Wisconsin",9057,0.2560725336022019,0.3307504747826767,1.2916280794740913
37079,"Greene County, North Carolina",21134,0.5708981559141693,0.623431506116563,1.0920187771814973
02158,"Kusilvak Census Area, Alaska",8119,1.0,0.16094098978004157,0.16094098978004157
55089,"Ozaukee County, Wisconsin",87850,0.07883195872518915,0.15037116550334612,1.9074899055539776
27067,"Kandiyohi County, Minnesota",42542,0.17811155621886346,0.2968906420323268,1.6668802874727995
51127,"New Kent County, Virginia",20392,0.33324025140467867,0.34251559357884215,1.0278337989935669
25015,"Hampshire County, Massachusetts",161292,0.19055224777228266,0.2772142129179394,1.454793717517419
31135,"Perkins County, Nebraska",2944,0.06197341877299179,0.10066238714531832,1.6242832675415884
21025,"Breathitt County, Kentucky",13484,0.03658033201143506,0.05884602092120227,1.6086792460715482
29199,"Scotland County, Missouri",4854,0.03613373129930438,0.04866317201512656,1.3467519203050968
40047,"Garfield County, Oklahoma",63569,0.236475646786788,0.4112977552315843,1.7392816588949644
13311,"White County, Georgia",28319,0.10895733361449128,0.14824062779114364,1.3605383215015432
48419,"Shelby County, Texas",25402,0.4666197867977292,0.5522375078568929,1.18348497745184
45053,"Jasper County, South Carolina",27824,0.5533444827894635,0.6205220189689121,1.1214027396474617
31019,"Buffalo County, Nebraska",48863,0.12981603285527987,0.23070640120044192,1.7771795680864442
13143,"Haralson County, Georgia",28854,0.13654114645392032,0.1697324982653198,1.243086810631115
17175,"Stark County, Illinois",5788,0.033845375049828944,0.06833585258825843,2.0190602848291914
50017,"Orange County, Vermont",28899,0.04454305581007968,0.08222641625675074,1.845998545931455
40003,"Alfalfa County, Oklahoma",5868,0.2144323103320202,0.2831505595267791,1.3204659273985238
40141,"Tillman County, Oklahoma",7515,0.48996486796434924,0.5637980342754175,1.1506907354762435
19053,"Decatur County, Iowa",8220,0.08453370947943857,0.1318332700886908,1.5595348991606368
36057,"Montgomery County, New York",49642,0.17024594186710534,0.2985325523481107,1.753536965839376
21055,"Crittenden County, Kentucky",9183,0.039063631276859544,0.06799257631568904,1.7405595458803746
36117,"Wayne County, New York",91446,0.13832195315152215,0.18327560305850582,1.3249928798918855
48305,"Lynn County, Texas",5724,0.5427431739138758,0.5542647554595512,1.0212284227594979
34013,"Essex County, New Jersey",797434,0.6469780070359478,0.6837426474494823,1.0568251780025217
51610,"Falls Church city, Virginia",13892,0.34767978526287835,0.457384350271015,1.3155333432031135
48245,"Jefferson County, Texas",254308,0.6042846486292386,0.6740118079826671,1.115387937640974
08089,"Otero County, Colorado",18343,0.5164782136793024,0.5535640311860665,1.0718051924060283
22117,"Washington Parish, Louisiana",46371,0.45155524537259434,0.47218947101978787,1.045695905116034
19017,"Bremer County, Iowa",24722,0.04032983919159694,0.08285700798242884,2.054483966295923
06069,"San Benito County, California",58792,0.5691151682071366,0.5785213372916078,1.0165277075887875
39105,"Meigs County, Ohio",23257,0.05092254105342595,0.060883660217024356,1.19561315986073
12127,"Volusia County, Florida",517887,0.31305192717915126,0.43429012985158216,1.387278250496281
47049,"Fentress County, Tennessee",17917,0.024342510226322948,0.06314874014990217,2.5941753567229
48235,"Irion County, Texas",1554,0.38539750453057564,0.44075852385407227,1.1436465433032001
05117,"Prairie County, Arkansas",8291,0.2656451097892593,0.25948999982802906,0.9768295754959946
30013,"Cascade County, Montana",82278,0.19170089644964908,0.25325468779779525,1.3210928716982473
33013,"Merrimack County, New Hampshire",147994,0.06711957637652435,0.1247921657425763,1.8592513910177693
06033,"Lake County, California",64591,0.33028908630998144,0.4460425101606969,1.3504609405776098
51683,"Manassas city, Virginia",41764,0.5090059941486401,0.6895911733527894,1.3547800640465832
42025,"Carbon County, Pennsylvania",63960,0.05947812824223708,0.14073817763121502,2.366217327116103
24043,"Washington County, Maryland",149585,0.1973698030309801,0.335585796184886,1.7002894618697617
39141,"Ross County, Ohio",77170,0.15965983174443907,0.1878017574375647,1.1762617772150183
19145,"Page County, Iowa",15527,0.09166037207177918,0.15993722050223594,1.7448894968153652
36085,"Richmond County, New York",474558,0.4559597114930602,0.5665824426589076,1.2426151442275641
25003,"Berkshire County, Massachusetts",127828,0.1096983547684075,0.1951516795197205,1.77898456117888
20011,"Bourbon County, Kansas",14712,0.1263544380942251,0.17904305085120148,1.4169905984440798
12027,"DeSoto County, Florida",35458,0.5544064061617074,0.5959723027487668,1.074973694613001
46107,"Potter County, South Dakota",2320,0.03831356125734825,0.11382428546223756,2.970861536407215
48371,"Pecos County, Texas",16203,0.5214512201508296,0.49353757010742444,0.9464692976740353
23029,"Washington County, Maine",31625,0.12527327215183645,0.18439726368842016,1.471960143780095
19101,"Jefferson County, Iowa",17555,0.10103780724583741,0.31849380041291686,3.1522239951029642
18109,"Morgan County, Indiana",69648,0.03652359818534599,0.07365831307651802,2.01673210571217
17079,"Jasper County, Illinois",9607,0.022097016831767714,0.05983049337817171,2.707627632891901
42125,"Washington County, Pennsylvania",208261,0.09600127906003258,0.13927108186555298,1.4507211073558972
05085,"Lonoke County, Arkansas",71645,0.18322033936448967,0.24324248815654262,1.3275954460091235
48027,"Bell County, Texas",334941,0.599773956706987,0.6733436911702425,1.1226624358069572
21089,"Greenup County, Kentucky",36068,0.04465695075473416,0.07453798003216289,1.6691238154960903
18075,"Jay County, Indiana",21121,0.0581949598666352,0.09278436243570444,1.594371104445083
42103,"Pike County, Pennsylvania",55949,0.18264772993339576,0.3262482525939043,1.7862157537510803
39137,"Putnam County, Ohio",34042,0.097886710819929,0.13579991573176098,1.3873171812012006
49017,"Garfield County, Utah",5009,0.1119588599758118,0.1943761428411731,1.736138996799067
29159,"Pettis County, Missouri",42255,0.16752332796189984,0.2627159342916244,1.5682349287579482
21189,"Owsley County, Kentucky",4461,0.02613943205273456,0.05330734808400259,2.0393460721127594
20187,"Stanton County, Kansas",2072,0.39955546622348337,0.5102902926089301,1.2771450668216098
53075,"Whitman County, Washington",48177,0.24780475352424902,0.3500236589561371,1.4124977587319987
48077,"Clay County, Texas",10360,0.11510138374615687,0.17652721724307532,1.5336672027539322
20107,"Linn County, Kansas",9536,0.060620632653939646,0.11741510985457178,1.936883610648711
51063,"Floyd County, Virginia",15651,0.07997550543634734,0.11381304913526377,1.4230988415052632
28149,"Warren County, Mississippi",47485,0.5149032679986035,0.5351566579772493,1.0393343589707043
18031,"Decatur County, Indiana",26521,0.03579944769199954,0.09069535920256326,2.533429006583022
40035,"Craig County, Oklahoma",14818,0.4950181287138165,0.5344889025069859,1.0797360167307903
39173,"Wood County, Ohio",129730,0.12695298688433035,0.2081066787418081,1.6392420836180772
13301,"Warren County, Georgia",5460,0.4918282312979158,0.5023281151203479,1.0213486806048593
54023,"Grant County, West Virginia",11766,0.0414695406418188,0.06540570758004323,1.577198747991114
56023,"Lincoln County, Wyoming",18722,0.07403730391970846,0.14064022578449556,1.8995859970403062
48079,"Cochran County, Texas",2953,0.5590984153588066,0.564526652705957,1.009708912059189
01035,"Conecuh County, Alabama",12672,0.5069599602703252,0.5240023946811685,1.0336169239120103
27129,"Renville County, Minnesota",14892,0.11794983031071557,0.2114048243440162,1.792328346612385
56027,"Niobrara County, Wyoming",2542,0.05406931697514783,0.14700430524584226,2.718811952320586
17049,"Effingham County, Illinois",34371,0.033175770408839754,0.06948726446182601,2.094518487604164
48259,"Kendall County, Texas",40384,0.3192049546726079,0.4037395974554257,1.2648287300850973
30033,"Garfield County, Montana",1314,0.02037163271601863,0.055292610431160606,2.71419631415615
48009,"Archer County, Texas",8715,0.12120027124819055,0.21556214427760992,1.7785615663861654
39037,"Darke County, Ohio",52076,0.044850603502317066,0.07161933046470183,1.5968420683793438
20069,"Gray County, Kansas",6133,0.19869686754204355,0.2886678255312268,1.4528051151593806
29097,"Jasper County, Missouri",118596,0.16561949864034545,0.2777141601105701,1.6768204371494095
18165,"Vermillion County, Indiana",15692,0.03725190834262766,0.05856202476528281,1.57205435562263
29121,"Macon County, Missouri",15335,0.08311056139579451,0.11361469785630508,1.3670308074955937
27091,"Martin County, Minnesota",20022,0.061068826337450435,0.12419376053284588,2.03366869778344
49031,"Piute County, Utah",1517,0.12352025640714338,0.18680950494634854,1.5123795106981743
48369,"Parmer County, Texas",9749,0.5306591508771692,0.517482129982068,0.9751685787886257
13213,"Murray County, Georgia",39565,0.13401682593329464,0.29346590379810855,2.189769096189294
16037,"Custer County, Idaho",4087,0.10553841356931584,0.13260692641728192,1.2564801945804116
42113,"Sullivan County, Pennsylvania",6328,0.09107590419486032,0.1332569824525457,1.4631420201707508
19193,"Woodbury County, Iowa",102782,0.29026853095107946,0.41220226842473884,1.4200721899619546
47031,"Coffee County, Tennessee",54277,0.14366592464112435,0.20098941759565675,1.3990054920658865
05139,"Union County, Arkansas",40144,0.4662429479095033,0.5161008585384097,1.1069354739893753
48099,"Coryell County, Texas",75503,0.5638934555583677,0.5879969347337357,1.0427447400528895
23011,"Kennebec County, Maine",119980,0.05594303746691236,0.09734850776456147,1.7401362559574725
51165,"Rockingham County, Virginia",78593,0.10635995592938195,0.19149910754784896,1.8004812607763343
30021,"Dawson County, Montana",9625,0.05706185612689582,0.14490800370465354,2.5394898368255476
24035,"Queen Anne's County, Maryland",48904,0.20714707464764454,0.24374652182288276,1.1766833890244097
18143,"Scott County, Indiana",23744,0.03514966833173477,0.07647041542330364,2.1755657749482253
29021,"Buchanan County, Missouri",89100,0.1639581881673941,0.2848535395047882,1.7373547651915089
21153,"Magoffin County, Kentucky",12808,0.019550433338708626,0.041781744740012665,2.1371262731699887
37075,"Graham County, North Carolina",8616,0.15972683717419509,0.23584819531619888,1.4765721245640597
36023,"Cortland County, New York",48494,0.07364291097282505,0.13475976127844463,1.8299081269094903
26003,"Alger County, Michigan",9383,0.22639062831071363,0.2847746906499265,1.2578908092391645
51036,"Charles City County, Virginia",7040,0.5646715298991011,0.6028266988258004,1.0675705554581743
20195,"Trego County, Kansas",2927,0.05047606375445188,0.08908683617939582,1.76493231747966
26159,"Van Buren County, Michigan",75077,0.2718240819995279,0.31864744871509787,1.1722561384964092
30089,"Sanders County, Montana",11336,0.1611472845153869,0.19268905300883138,1.1957325473295999
55059,"Kenosha County, Wisconsin",168437,0.2636295379394766,0.3930416715557557,1.490886319597424
29173,"Ralls County, Missouri",10196,0.04623329029360189,0.07944834294850632,1.7184228603236784
22015,"Bossier Parish, Louisiana",125175,0.4223812150152534,0.49034240384281735,1.160900121529102
39065,"Hardin County, Ohio",31682,0.05593030764869487,0.09092268154058217,1.625642435433731
18107,"Montgomery County, Indiana",38227,0.07158790211602392,0.14506602302411645,2.0264041651759133
17017,"Cass County, Illinois",12847,0.17875832805304062,0.37676466908752476,2.1076761748170543
47131,"Obion County, Tennessee",30639,0.22700988213017756,0.28996827222834376,1.277337662604763
42091,"Montgomery County, Pennsylvania",819264,0.2623083272852701,0.39297104949111733,1.4981264741311344
39015,"Brown County, Ohio",43839,0.0419037714102414,0.06659583544773547,1.5892563653938616
12085,"Martin County, Florida",156283,0.2538394458052521,0.35538058833536923,1.4000211322869829
18057,"Hamilton County, Indiana",309697,0.12517077629992213,0.2790081282643922,2.229019716198451
27087,"Mahnomen County, Minnesota",5457,0.5173394970673082,0.5886844496207388,1.1379074146819848
22051,"Jefferson Parish, Louisiana",436275,0.5102817067766894,0.6181672632388401,1.211423523574134
05075,"Lawrence County, Arkansas",16779,0.05045515635686091,0.08097142302005958,1.6048195836984867
20189,"Stevens County, Kansas",5806,0.3840101168672597,0.5073640869898083,1.321225834175583
48261,"Kenedy County, Texas",407,0.3681859410430837,0.42542967358692185,1.1554750634466504
51013,"Arlington County, Virginia",229164,0.5745752080204961,0.5657591056115941,0.9846563125491007
21101,"Henderson County, Kentucky",46407,0.17117739809130367,0.2301354722173174,1.3444267454898824
20125,"Montgomery County, Kansas",33314,0.2767314992920986,0.3463608299452758,1.2516133177151665
18047,"Franklin County, Indiana",22872,0.02461328960282665,0.05486269730444889,2.2289867868027007
18013,"Brown County, Indiana",14977,0.04340058908272747,0.07683923273218753,1.7704652023437153
40017,"Canadian County, Oklahoma",133378,0.2687317199416529,0.38818534906457114,1.4445088549608287
22121,"West Baton Rouge Parish, Louisiana",25490,0.4881988432826116,0.5253280269584266,1.0760534036216909
45003,"Aiken County, South Carolina",165829,0.43647334218390216,0.4861660755303175,1.113850557511203
13263,"Talbot County, Georgia",6337,0.4881648627472138,0.5236519106628607,1.072694801743695
01017,"Chambers County, Alabama",34123,0.4886960788137078,0.5227076776889734,1.0695966273308914
42019,"Butler County, Pennsylvania",186818,0.0481662812208856,0.09411040943460328,1.953864966303349
13007,"Baker County, Georgia",3180,0.5277023571621464,0.5632840868636526,1.0674276497320496
55009,"Brown County, Wisconsin",258718,0.1931567502569429,0.319122676340874,1.6521435358400234
31047,"Dawson County, Nebraska",23886,0.40781871185009483,0.5261026983126719,1.2900406063419072
08125,"Yuma County, Colorado",10146,0.2410395415800666,0.3708814190192005,1.5386745949979501
51199,"York County, Virginia",67837,0.3595210547375821,0.4548485539783269,1.26515136731095
39047,"Fayette County, Ohio",28679,0.09370954893072365,0.13060207594173973,1.3936901567874314
16051,"Jefferson County, Idaho",27157,0.20541727727288933,0.22697020104376314,1.1049226435916661
18121,"Parke County, Indiana",16901,0.07459652280720815,0.10321686434928118,1.3836685741511197
29099,"Jefferson County, Missouri",224124,0.06053672055903959,0.1019561535343616,1.6842034486312638
38075,"Renville County, North Dakota",2571,0.0522767821465158,0.08570964484685496,1.6395355897506678
51630,"Fredericksburg city, Virginia",28118,0.43903391550342835,0.574281546166369,1.308057363877813
28139,"Tippah County, Mississippi",22131,0.3156580436153293,0.3735393473158052,1.183367111566502
51157,"Rappahannock County, Virginia",7378,0.1506275118887298,0.20775543495426665,1.3792661934676176
41053,"Polk County, Oregon",79391,0.2552471924622782,0.35126895215502674,1.3761912472629414
40101,"Muskogee County, Oklahoma",69699,0.560642445829444,0.6158763235852213,1.0985189012474097
16039,"Elmore County, Idaho",25876,0.3406564461847364,0.43019953146655965,1.2628545159931142
48455,"Trinity County, Texas",14402,0.30763130876901806,0.3628656332711818,1.1795471492260754
48031,"Blanco County, Texas",11004,0.29558164775075974,0.3622308394160583,1.2254848776047778
28053,"Humphreys County, Mississippi",8669,0.4151805480435432,0.3873237045782049,0.9329042663568701
18161,"Union County, Indiana",7182,0.02728085266282066,0.08082978102890728,2.962875905233895
48437,"Swisher County, Texas",7533,0.5411936239564835,0.5966801374557523,1.1025261774032473
21175,"Morgan County, Kentucky",13275,0.10973230925854457,0.12535383746586334,1.1423603340973376
20179,"Sheridan County, Kansas",2512,0.040883893740739426,0.11001409853765658,2.690890922359267
37045,"Cleveland County, North Carolina",96879,0.3742977186981036,0.41605743692342656,1.1115681879402664
32001,"Churchill County, Nevada",24200,0.3442823465020434,0.4315635911168855,1.253516468391806
31153,"Sarpy County, Nebraska",175692,0.2329589766648689,0.31642632801044346,1.3582920587157685
05017,"Chicot County, Arkansas",11027,0.5257878075235363,0.5480047453448988,1.0422545701963013
27143,"Sibley County, Minnesota",14875,0.12360712656414274,0.19539742272750016,1.5807941512668664
48109,"Culberson County, Texas",2236,0.41992199953303483,0.451753192685571,1.0758026328411785
54061,"Monongalia County, West Virginia",104236,0.1556487726498123,0.20936740392268358,1.3451272397356488
47167,"Tipton County, Tennessee",61870,0.36243498553353404,0.3872934799899727,1.0685874582991621
22037,"East Feliciana Parish, Louisiana",19696,0.511987702206401,0.5268875847791029,1.0291020321552473
45073,"Oconee County, South Carolina",75713,0.21592209475191723,0.2684593079057318,1.2433155959059075
19135,"Monroe County, Iowa",7973,0.03609213265289711,0.08894818839626381,2.4644758250140133
17035,"Cumberland County, Illinois",10898,0.028720958046883457,0.06618000131753037,2.30424072934822
12063,"Jackson County, Florida",48599,0.45515340564933426,0.49563517963748066,1.0889409449334868
46137,"Ziebach County, South Dakota",2803,0.408390545121172,0.43200285102441494,1.0578179543707042
05065,"Izard County, Arkansas",13445,0.07734416371472767,0.12274114309380595,1.586947704891066
01001,"Autauga County, Alabama",55347,0.33203549829580986,0.399301558558633,1.202586954130115
01129,"Washington County, Alabama",16804,0.5058679532120942,0.5141403500442355,1.016352877820416
26103,"Marquette County, Michigan",67215,0.10169639047643227,0.14380587404032538,1.4140705817248431
27107,"Norman County, Minnesota",6678,0.11879311539767587,0.1919622429800782,1.6159374416392638
30097,"Sweet Grass County, Montana",3634,0.06885380813200476,0.09446255976149986,1.3719293431148887
39131,"Pike County, Ohio",28217,0.07088817131931055,0.08672103384333453,1.2233498513130776
06053,"Monterey County, California",433898,0.6280620236565724,0.617909029590582,0.9838344085718164
54099,"Wayne County, West Virginia",40971,0.030943004616274753,0.05194491524499116,1.678728872298014
55031,"Douglas County, Wisconsin",43601,0.09616790553660283,0.1533586660548368,1.5946969542397529
38063,"Nelson County, North Dakota",2968,0.026373964640839107,0.12112202886963878,4.592484691591867
55111,"Sauk County, Wisconsin",63642,0.06917664528516894,0.16048925005356496,2.319991803476092
36095,"Schoharie County, New York",31330,0.0856930803081792,0.12459268173798628,1.4539409867157524
21093,"Hardin County, Kentucky",106439,0.32507066341938323,0.39254413788375836,1.2075655605296058
21123,"Larue County, Kentucky",14241,0.11465255643609087,0.15440204939319774,1.3466952172083826
18025,"Crawford County, Indiana",10483,0.03721912975605329,0.06815642174107771,1.8312201867103783
55069,"Lincoln County, Wisconsin",27980,0.04999474878361293,0.08213899613615283,1.6429524727020133
12119,"Sumter County, Florida",118891,0.3586453070730416,0.27147333306453686,0.7569409879640463
42003,"Allegheny County, Pennsylvania",1230459,0.2791060320956376,0.35174611396958727,1.2602598063844748
48295,"Lipscomb County, Texas",3569,0.36979693340142605,0.5005072553648975,1.3534651322313194
05149,"Yell County, Arkansas",21713,0.28600125152599787,0.386168558106709,1.3502338050839118
08115,"Sedgwick County, Colorado",2399,0.23377655626792576,0.31389298061209453,1.3427051267379833
55001,"Adams County, Wisconsin",20148,0.13521424063955798,0.17441382905216424,1.289907248135949
10001,"Kent County, Delaware",173533,0.4313697888526834,0.5319481877106993,1.2331605074280347
36071,"Orange County, New York",377647,0.3746639109463299,0.5221817155050705,1.3937336910462998
13099,"Early County, Georgia",10575,0.5182948875400794,0.5355018800643366,1.0331992325950285
19183,"Washington County, Iowa",22247,0.07524759313241526,0.15516262076764062,2.062027691631235
29053,"Cooper County, Missouri",17642,0.2071066096637544,0.2118624119332435,1.0229630636956026
31089,"Holt County, Nebraska",10313,0.02848092159640796,0.10836188995885875,3.8047185233123018
28125,"Sharkey County, Mississippi",4585,0.43290346097101035,0.4357330033289779,1.0065361971272322
